date,city,region,treated,tau,downloads,post
2021-05-01,5,S,0,0.0,51.0,0
2021-05-02,5,S,0,0.0,51.0,0
2021-05-03,5,S,0,0.0,51.0,0
2021-05-04,5,S,0,0.0,50.0,0
2021-05-05,5,S,0,0.0,49.0,0
2021-05-06,5,S,0,0.0,51.0,0
2021-05-07,5,S,0,0.0,51.0,0
2021-05-08,5,S,0,0.0,50.0,0
2021-05-09,5,S,0,0.0,52.0,0
2021-05-10,5,S,0,0.0,51.0,0
2021-05-11,5,S,0,0.0,51.0,0
2021-05-12,5,S,0,0.0,50.0,0
2021-05-13,5,S,0,0.0,51.0,0
2021-05-14,5,S,0,0.0,50.0,0
2021-05-15,5,S,0,0.0,50.0,1
2021-05-16,5,S,0,0.0,49.0,1
2021-05-17,5,S,0,0.0,52.0,1
2021-05-18,5,S,0,0.0,50.0,1
2021-05-19,5,S,0,0.0,49.0,1
2021-05-20,5,S,0,0.0,51.0,1
2021-05-21,5,S,0,0.0,50.0,1
2021-05-22,5,S,0,0.0,49.0,1
2021-05-23,5,S,0,0.0,50.0,1
2021-05-24,5,S,0,0.0,51.0,1
2021-05-25,5,S,0,0.0,51.0,1
2021-05-26,5,S,0,0.0,51.0,1
2021-05-27,5,S,0,0.0,50.0,1
2021-05-28,5,S,0,0.0,49.0,1
2021-05-29,5,S,0,0.0,50.0,1
2021-05-30,5,S,0,0.0,50.0,1
2021-05-31,5,S,0,0.0,51.0,1
2021-06-01,5,S,0,0.0,50.0,1
2021-05-01,15,S,0,0.0,50.0,0
2021-05-02,15,S,0,0.0,49.0,0
2021-05-03,15,S,0,0.0,48.0,0
2021-05-04,15,S,0,0.0,48.0,0
2021-05-05,15,S,0,0.0,49.0,0
2021-05-06,15,S,0,0.0,49.0,0
2021-05-07,15,S,0,0.0,50.0,0
2021-05-08,15,S,0,0.0,49.0,0
2021-05-09,15,S,0,0.0,50.0,0
2021-05-10,15,S,0,0.0,51.0,0
2021-05-11,15,S,0,0.0,49.0,0
2021-05-12,15,S,0,0.0,49.0,0
2021-05-13,15,S,0,0.0,49.0,0
2021-05-14,15,S,0,0.0,48.0,0
2021-05-15,15,S,0,0.0,47.0,1
2021-05-16,15,S,0,0.0,48.0,1
2021-05-17,15,S,0,0.0,50.0,1
2021-05-18,15,S,0,0.0,48.0,1
2021-05-19,15,S,0,0.0,49.0,1
2021-05-20,15,S,0,0.0,49.0,1
2021-05-21,15,S,0,0.0,49.0,1
2021-05-22,15,S,0,0.0,48.0,1
2021-05-23,15,S,0,0.0,49.0,1
2021-05-24,15,S,0,0.0,51.0,1
2021-05-25,15,S,0,0.0,50.0,1
2021-05-26,15,S,0,0.0,49.0,1
2021-05-27,15,S,0,0.0,50.0,1
2021-05-28,15,S,0,0.0,49.0,1
2021-05-29,15,S,0,0.0,50.0,1
2021-05-30,15,S,0,0.0,50.0,1
2021-05-31,15,S,0,0.0,50.0,1
2021-06-01,15,S,0,0.0,49.0,1
2021-05-01,20,S,0,0.0,48.0,0
2021-05-02,20,S,0,0.0,50.0,0
2021-05-03,20,S,0,0.0,50.0,0
2021-05-04,20,S,0,0.0,49.0,0
2021-05-05,20,S,0,0.0,49.0,0
2021-05-06,20,S,0,0.0,50.0,0
2021-05-07,20,S,0,0.0,49.0,0
2021-05-08,20,S,0,0.0,47.0,0
2021-05-09,20,S,0,0.0,50.0,0
2021-05-10,20,S,0,0.0,49.0,0
2021-05-11,20,S,0,0.0,48.0,0
2021-05-12,20,S,0,0.0,49.0,0
2021-05-13,20,S,0,0.0,48.0,0
2021-05-14,20,S,0,0.0,47.0,0
2021-05-15,20,S,0,0.0,49.0,1
2021-05-16,20,S,0,0.0,48.0,1
2021-05-17,20,S,0,0.0,51.0,1
2021-05-18,20,S,0,0.0,49.0,1
2021-05-19,20,S,0,0.0,48.0,1
2021-05-20,20,S,0,0.0,50.0,1
2021-05-21,20,S,0,0.0,49.0,1
2021-05-22,20,S,0,0.0,49.0,1
2021-05-23,20,S,0,0.0,49.0,1
2021-05-24,20,S,0,0.0,50.0,1
2021-05-25,20,S,0,0.0,50.0,1
2021-05-26,20,S,0,0.0,48.0,1
2021-05-27,20,S,0,0.0,47.0,1
2021-05-28,20,S,0,0.0,48.0,1
2021-05-29,20,S,0,0.0,50.0,1
2021-05-30,20,S,0,0.0,49.0,1
2021-05-31,20,S,0,0.0,50.0,1
2021-06-01,20,S,0,0.0,49.0,1
2021-05-01,22,S,0,0.0,50.0,0
2021-05-02,22,S,0,0.0,50.0,0
2021-05-03,22,S,0,0.0,52.0,0
2021-05-04,22,S,0,0.0,50.0,0
2021-05-05,22,S,0,0.0,50.0,0
2021-05-06,22,S,0,0.0,51.0,0
2021-05-07,22,S,0,0.0,50.0,0
2021-05-08,22,S,0,0.0,50.0,0
2021-05-09,22,S,0,0.0,50.0,0
2021-05-10,22,S,0,0.0,51.0,0
2021-05-11,22,S,0,0.0,49.0,0
2021-05-12,22,S,0,0.0,50.0,0
2021-05-13,22,S,0,0.0,50.0,0
2021-05-14,22,S,0,0.0,49.0,0
2021-05-15,22,S,0,0.0,51.0,1
2021-05-16,22,S,0,0.0,50.0,1
2021-05-17,22,S,0,0.0,50.0,1
2021-05-18,22,S,0,0.0,51.0,1
2021-05-19,22,S,0,0.0,50.0,1
2021-05-20,22,S,0,0.0,50.0,1
2021-05-21,22,S,0,0.0,49.0,1
2021-05-22,22,S,0,0.0,50.0,1
2021-05-23,22,S,0,0.0,50.0,1
2021-05-24,22,S,0,0.0,50.0,1
2021-05-25,22,S,0,0.0,50.0,1
2021-05-26,22,S,0,0.0,50.0,1
2021-05-27,22,S,0,0.0,50.0,1
2021-05-28,22,S,0,0.0,49.0,1
2021-05-29,22,S,0,0.0,50.0,1
2021-05-30,22,S,0,0.0,50.0,1
2021-05-31,22,S,0,0.0,51.0,1
2021-06-01,22,S,0,0.0,52.0,1
2021-05-01,28,S,0,0.0,48.0,0
2021-05-02,28,S,0,0.0,50.0,0
2021-05-03,28,S,0,0.0,50.0,0
2021-05-04,28,S,0,0.0,50.0,0
2021-05-05,28,S,0,0.0,50.0,0
2021-05-06,28,S,0,0.0,50.0,0
2021-05-07,28,S,0,0.0,49.0,0
2021-05-08,28,S,0,0.0,49.0,0
2021-05-09,28,S,0,0.0,50.0,0
2021-05-10,28,S,0,0.0,50.0,0
2021-05-11,28,S,0,0.0,51.0,0
2021-05-12,28,S,0,0.0,49.0,0
2021-05-13,28,S,0,0.0,48.0,0
2021-05-14,28,S,0,0.0,50.0,0
2021-05-15,28,S,0,0.0,49.0,1
2021-05-16,28,S,0,0.0,49.0,1
2021-05-17,28,S,0,0.0,52.0,1
2021-05-18,28,S,0,0.0,50.0,1
2021-05-19,28,S,0,0.0,49.0,1
2021-05-20,28,S,0,0.0,50.0,1
2021-05-21,28,S,0,0.0,50.0,1
2021-05-22,28,S,0,0.0,50.0,1
2021-05-23,28,S,0,0.0,51.0,1
2021-05-24,28,S,0,0.0,50.0,1
2021-05-25,28,S,0,0.0,50.0,1
2021-05-26,28,S,0,0.0,50.0,1
2021-05-27,28,S,0,0.0,48.0,1
2021-05-28,28,S,0,0.0,50.0,1
2021-05-29,28,S,0,0.0,50.0,1
2021-05-30,28,S,0,0.0,49.0,1
2021-05-31,28,S,0,0.0,52.0,1
2021-06-01,28,S,0,0.0,50.0,1
2021-05-01,29,S,0,0.0,52.0,0
2021-05-02,29,S,0,0.0,51.0,0
2021-05-03,29,S,0,0.0,52.0,0
2021-05-04,29,S,0,0.0,52.0,0
2021-05-05,29,S,0,0.0,52.0,0
2021-05-06,29,S,0,0.0,52.0,0
2021-05-07,29,S,0,0.0,52.0,0
2021-05-08,29,S,0,0.0,51.0,0
2021-05-09,29,S,0,0.0,52.0,0
2021-05-10,29,S,0,0.0,52.0,0
2021-05-11,29,S,0,0.0,53.0,0
2021-05-12,29,S,0,0.0,53.0,0
2021-05-13,29,S,0,0.0,50.0,0
2021-05-14,29,S,0,0.0,51.0,0
2021-05-15,29,S,0,0.0,53.0,1
2021-05-16,29,S,0,0.0,50.0,1
2021-05-17,29,S,0,0.0,54.0,1
2021-05-18,29,S,0,0.0,52.0,1
2021-05-19,29,S,0,0.0,51.0,1
2021-05-20,29,S,0,0.0,53.0,1
2021-05-21,29,S,0,0.0,52.0,1
2021-05-22,29,S,0,0.0,53.0,1
2021-05-23,29,S,0,0.0,52.0,1
2021-05-24,29,S,0,0.0,53.0,1
2021-05-25,29,S,0,0.0,53.0,1
2021-05-26,29,S,0,0.0,53.0,1
2021-05-27,29,S,0,0.0,52.0,1
2021-05-28,29,S,0,0.0,52.0,1
2021-05-29,29,S,0,0.0,52.0,1
2021-05-30,29,S,0,0.0,53.0,1
2021-05-31,29,S,0,0.0,53.0,1
2021-06-01,29,S,0,0.0,52.0,1
2021-05-01,30,S,1,0.0,53.0,0
2021-05-02,30,S,1,0.0,54.0,0
2021-05-03,30,S,1,0.0,55.0,0
2021-05-04,30,S,1,0.0,54.0,0
2021-05-05,30,S,1,0.0,53.0,0
2021-05-06,30,S,1,0.0,55.0,0
2021-05-07,30,S,1,0.0,53.0,0
2021-05-08,30,S,1,0.0,52.0,0
2021-05-09,30,S,1,0.0,53.0,0
2021-05-10,30,S,1,0.0,55.0,0
2021-05-11,30,S,1,0.0,56.0,0
2021-05-12,30,S,1,0.0,53.0,0
2021-05-13,30,S,1,0.0,53.0,0
2021-05-14,30,S,1,0.0,53.0,0
2021-05-15,30,S,1,0.0,53.0,1
2021-05-16,30,S,1,0.18358006426791462,54.0,1
2021-05-17,30,S,1,0.36716012853582924,56.0,1
2021-05-18,30,S,1,0.5507401928037368,53.0,1
2021-05-19,30,S,1,0.7343202570716514,54.0,1
2021-05-20,30,S,1,0.917900321339566,56.0,1
2021-05-21,30,S,1,0.917900321339566,55.0,1
2021-05-22,30,S,1,0.917900321339566,53.0,1
2021-05-23,30,S,1,0.917900321339566,54.0,1
2021-05-24,30,S,1,0.917900321339566,55.0,1
2021-05-25,30,S,1,0.917900321339566,55.0,1
2021-05-26,30,S,1,0.917900321339566,55.0,1
2021-05-27,30,S,1,0.917900321339566,55.0,1
2021-05-28,30,S,1,0.917900321339566,55.0,1
2021-05-29,30,S,1,0.917900321339566,55.0,1
2021-05-30,30,S,1,0.917900321339566,54.0,1
2021-05-31,30,S,1,0.917900321339566,54.0,1
2021-06-01,30,S,1,0.917900321339566,55.0,1
2021-05-01,31,S,0,0.0,49.0,0
2021-05-02,31,S,0,0.0,51.0,0
2021-05-03,31,S,0,0.0,51.0,0
2021-05-04,31,S,0,0.0,50.0,0
2021-05-05,31,S,0,0.0,50.0,0
2021-05-06,31,S,0,0.0,51.0,0
2021-05-07,31,S,0,0.0,49.0,0
2021-05-08,31,S,0,0.0,50.0,0
2021-05-09,31,S,0,0.0,52.0,0
2021-05-10,31,S,0,0.0,51.0,0
2021-05-11,31,S,0,0.0,51.0,0
2021-05-12,31,S,0,0.0,50.0,0
2021-05-13,31,S,0,0.0,48.0,0
2021-05-14,31,S,0,0.0,50.0,0
2021-05-15,31,S,0,0.0,50.0,1
2021-05-16,31,S,0,0.0,50.0,1
2021-05-17,31,S,0,0.0,52.0,1
2021-05-18,31,S,0,0.0,50.0,1
2021-05-19,31,S,0,0.0,50.0,1
2021-05-20,31,S,0,0.0,51.0,1
2021-05-21,31,S,0,0.0,50.0,1
2021-05-22,31,S,0,0.0,49.0,1
2021-05-23,31,S,0,0.0,51.0,1
2021-05-24,31,S,0,0.0,51.0,1
2021-05-25,31,S,0,0.0,51.0,1
2021-05-26,31,S,0,0.0,50.0,1
2021-05-27,31,S,0,0.0,51.0,1
2021-05-28,31,S,0,0.0,50.0,1
2021-05-29,31,S,0,0.0,50.0,1
2021-05-30,31,S,0,0.0,50.0,1
2021-05-31,31,S,0,0.0,50.0,1
2021-06-01,31,S,0,0.0,51.0,1
2021-05-01,36,S,0,0.0,52.0,0
2021-05-02,36,S,0,0.0,53.0,0
2021-05-03,36,S,0,0.0,52.0,0
2021-05-04,36,S,0,0.0,53.0,0
2021-05-05,36,S,0,0.0,53.0,0
2021-05-06,36,S,0,0.0,53.0,0
2021-05-07,36,S,0,0.0,51.0,0
2021-05-08,36,S,0,0.0,52.0,0
2021-05-09,36,S,0,0.0,52.0,0
2021-05-10,36,S,0,0.0,51.0,0
2021-05-11,36,S,0,0.0,51.0,0
2021-05-12,36,S,0,0.0,51.0,0
2021-05-13,36,S,0,0.0,51.0,0
2021-05-14,36,S,0,0.0,50.0,0
2021-05-15,36,S,0,0.0,51.0,1
2021-05-16,36,S,0,0.0,51.0,1
2021-05-17,36,S,0,0.0,54.0,1
2021-05-18,36,S,0,0.0,52.0,1
2021-05-19,36,S,0,0.0,51.0,1
2021-05-20,36,S,0,0.0,53.0,1
2021-05-21,36,S,0,0.0,51.0,1
2021-05-22,36,S,0,0.0,53.0,1
2021-05-23,36,S,0,0.0,53.0,1
2021-05-24,36,S,0,0.0,53.0,1
2021-05-25,36,S,0,0.0,54.0,1
2021-05-26,36,S,0,0.0,51.0,1
2021-05-27,36,S,0,0.0,53.0,1
2021-05-28,36,S,0,0.0,53.0,1
2021-05-29,36,S,0,0.0,52.0,1
2021-05-30,36,S,0,0.0,52.0,1
2021-05-31,36,S,0,0.0,52.0,1
2021-06-01,36,S,0,0.0,54.0,1
2021-05-01,39,S,0,0.0,52.0,0
2021-05-02,39,S,0,0.0,53.0,0
2021-05-03,39,S,0,0.0,52.0,0
2021-05-04,39,S,0,0.0,51.0,0
2021-05-05,39,S,0,0.0,53.0,0
2021-05-06,39,S,0,0.0,53.0,0
2021-05-07,39,S,0,0.0,53.0,0
2021-05-08,39,S,0,0.0,51.0,0
2021-05-09,39,S,0,0.0,52.0,0
2021-05-10,39,S,0,0.0,53.0,0
2021-05-11,39,S,0,0.0,51.0,0
2021-05-12,39,S,0,0.0,51.0,0
2021-05-13,39,S,0,0.0,51.0,0
2021-05-14,39,S,0,0.0,50.0,0
2021-05-15,39,S,0,0.0,52.0,1
2021-05-16,39,S,0,0.0,50.0,1
2021-05-17,39,S,0,0.0,53.0,1
2021-05-18,39,S,0,0.0,51.0,1
2021-05-19,39,S,0,0.0,51.0,1
2021-05-20,39,S,0,0.0,52.0,1
2021-05-21,39,S,0,0.0,52.0,1
2021-05-22,39,S,0,0.0,52.0,1
2021-05-23,39,S,0,0.0,52.0,1
2021-05-24,39,S,0,0.0,54.0,1
2021-05-25,39,S,0,0.0,53.0,1
2021-05-26,39,S,0,0.0,53.0,1
2021-05-27,39,S,0,0.0,52.0,1
2021-05-28,39,S,0,0.0,53.0,1
2021-05-29,39,S,0,0.0,53.0,1
2021-05-30,39,S,0,0.0,49.0,1
2021-05-31,39,S,0,0.0,53.0,1
2021-06-01,39,S,0,0.0,52.0,1
2021-05-01,41,S,0,0.0,49.0,0
2021-05-02,41,S,0,0.0,49.0,0
2021-05-03,41,S,0,0.0,48.0,0
2021-05-04,41,S,0,0.0,49.0,0
2021-05-05,41,S,0,0.0,49.0,0
2021-05-06,41,S,0,0.0,49.0,0
2021-05-07,41,S,0,0.0,48.0,0
2021-05-08,41,S,0,0.0,48.0,0
2021-05-09,41,S,0,0.0,49.0,0
2021-05-10,41,S,0,0.0,50.0,0
2021-05-11,41,S,0,0.0,49.0,0
2021-05-12,41,S,0,0.0,49.0,0
2021-05-13,41,S,0,0.0,48.0,0
2021-05-14,41,S,0,0.0,47.0,0
2021-05-15,41,S,0,0.0,50.0,1
2021-05-16,41,S,0,0.0,49.0,1
2021-05-17,41,S,0,0.0,52.0,1
2021-05-18,41,S,0,0.0,51.0,1
2021-05-19,41,S,0,0.0,48.0,1
2021-05-20,41,S,0,0.0,51.0,1
2021-05-21,41,S,0,0.0,48.0,1
2021-05-22,41,S,0,0.0,48.0,1
2021-05-23,41,S,0,0.0,50.0,1
2021-05-24,41,S,0,0.0,50.0,1
2021-05-25,41,S,0,0.0,49.0,1
2021-05-26,41,S,0,0.0,48.0,1
2021-05-27,41,S,0,0.0,49.0,1
2021-05-28,41,S,0,0.0,49.0,1
2021-05-29,41,S,0,0.0,48.0,1
2021-05-30,41,S,0,0.0,49.0,1
2021-05-31,41,S,0,0.0,51.0,1
2021-06-01,41,S,0,0.0,49.0,1
2021-05-01,43,S,0,0.0,49.0,0
2021-05-02,43,S,0,0.0,50.0,0
2021-05-03,43,S,0,0.0,51.0,0
2021-05-04,43,S,0,0.0,49.0,0
2021-05-05,43,S,0,0.0,51.0,0
2021-05-06,43,S,0,0.0,50.0,0
2021-05-07,43,S,0,0.0,50.0,0
2021-05-08,43,S,0,0.0,48.0,0
2021-05-09,43,S,0,0.0,50.0,0
2021-05-10,43,S,0,0.0,51.0,0
2021-05-11,43,S,0,0.0,50.0,0
2021-05-12,43,S,0,0.0,48.0,0
2021-05-13,43,S,0,0.0,49.0,0
2021-05-14,43,S,0,0.0,48.0,0
2021-05-15,43,S,0,0.0,50.0,1
2021-05-16,43,S,0,0.0,49.0,1
2021-05-17,43,S,0,0.0,51.0,1
2021-05-18,43,S,0,0.0,51.0,1
2021-05-19,43,S,0,0.0,48.0,1
2021-05-20,43,S,0,0.0,50.0,1
2021-05-21,43,S,0,0.0,50.0,1
2021-05-22,43,S,0,0.0,49.0,1
2021-05-23,43,S,0,0.0,49.0,1
2021-05-24,43,S,0,0.0,51.0,1
2021-05-25,43,S,0,0.0,51.0,1
2021-05-26,43,S,0,0.0,50.0,1
2021-05-27,43,S,0,0.0,49.0,1
2021-05-28,43,S,0,0.0,50.0,1
2021-05-29,43,S,0,0.0,49.0,1
2021-05-30,43,S,0,0.0,49.0,1
2021-05-31,43,S,0,0.0,50.0,1
2021-06-01,43,S,0,0.0,50.0,1
2021-05-01,47,S,0,0.0,48.0,0
2021-05-02,47,S,0,0.0,49.0,0
2021-05-03,47,S,0,0.0,49.0,0
2021-05-04,47,S,0,0.0,49.0,0
2021-05-05,47,S,0,0.0,49.0,0
2021-05-06,47,S,0,0.0,48.0,0
2021-05-07,47,S,0,0.0,49.0,0
2021-05-08,47,S,0,0.0,48.0,0
2021-05-09,47,S,0,0.0,50.0,0
2021-05-10,47,S,0,0.0,50.0,0
2021-05-11,47,S,0,0.0,50.0,0
2021-05-12,47,S,0,0.0,49.0,0
2021-05-13,47,S,0,0.0,47.0,0
2021-05-14,47,S,0,0.0,48.0,0
2021-05-15,47,S,0,0.0,49.0,1
2021-05-16,47,S,0,0.0,48.0,1
2021-05-17,47,S,0,0.0,49.0,1
2021-05-18,47,S,0,0.0,49.0,1
2021-05-19,47,S,0,0.0,48.0,1
2021-05-20,47,S,0,0.0,48.0,1
2021-05-21,47,S,0,0.0,50.0,1
2021-05-22,47,S,0,0.0,50.0,1
2021-05-23,47,S,0,0.0,50.0,1
2021-05-24,47,S,0,0.0,48.0,1
2021-05-25,47,S,0,0.0,49.0,1
2021-05-26,47,S,0,0.0,49.0,1
2021-05-27,47,S,0,0.0,48.0,1
2021-05-28,47,S,0,0.0,50.0,1
2021-05-29,47,S,0,0.0,49.0,1
2021-05-30,47,S,0,0.0,48.0,1
2021-05-31,47,S,0,0.0,51.0,1
2021-06-01,47,S,0,0.0,50.0,1
2021-05-01,48,S,0,0.0,49.0,0
2021-05-02,48,S,0,0.0,48.0,0
2021-05-03,48,S,0,0.0,49.0,0
2021-05-04,48,S,0,0.0,50.0,0
2021-05-05,48,S,0,0.0,49.0,0
2021-05-06,48,S,0,0.0,50.0,0
2021-05-07,48,S,0,0.0,47.0,0
2021-05-08,48,S,0,0.0,49.0,0
2021-05-09,48,S,0,0.0,48.0,0
2021-05-10,48,S,0,0.0,49.0,0
2021-05-11,48,S,0,0.0,50.0,0
2021-05-12,48,S,0,0.0,49.0,0
2021-05-13,48,S,0,0.0,49.0,0
2021-05-14,48,S,0,0.0,47.0,0
2021-05-15,48,S,0,0.0,50.0,1
2021-05-16,48,S,0,0.0,48.0,1
2021-05-17,48,S,0,0.0,51.0,1
2021-05-18,48,S,0,0.0,50.0,1
2021-05-19,48,S,0,0.0,49.0,1
2021-05-20,48,S,0,0.0,50.0,1
2021-05-21,48,S,0,0.0,49.0,1
2021-05-22,48,S,0,0.0,49.0,1
2021-05-23,48,S,0,0.0,48.0,1
2021-05-24,48,S,0,0.0,50.0,1
2021-05-25,48,S,0,0.0,50.0,1
2021-05-26,48,S,0,0.0,49.0,1
2021-05-27,48,S,0,0.0,50.0,1
2021-05-28,48,S,0,0.0,50.0,1
2021-05-29,48,S,0,0.0,49.0,1
2021-05-30,48,S,0,0.0,49.0,1
2021-05-31,48,S,0,0.0,51.0,1
2021-06-01,48,S,0,0.0,50.0,1
2021-05-01,49,S,0,0.0,53.0,0
2021-05-02,49,S,0,0.0,52.0,0
2021-05-03,49,S,0,0.0,53.0,0
2021-05-04,49,S,0,0.0,52.0,0
2021-05-05,49,S,0,0.0,53.0,0
2021-05-06,49,S,0,0.0,53.0,0
2021-05-07,49,S,0,0.0,52.0,0
2021-05-08,49,S,0,0.0,51.0,0
2021-05-09,49,S,0,0.0,53.0,0
2021-05-10,49,S,0,0.0,54.0,0
2021-05-11,49,S,0,0.0,52.0,0
2021-05-12,49,S,0,0.0,53.0,0
2021-05-13,49,S,0,0.0,52.0,0
2021-05-14,49,S,0,0.0,52.0,0
2021-05-15,49,S,0,0.0,52.0,1
2021-05-16,49,S,0,0.0,50.0,1
2021-05-17,49,S,0,0.0,53.0,1
2021-05-18,49,S,0,0.0,53.0,1
2021-05-19,49,S,0,0.0,52.0,1
2021-05-20,49,S,0,0.0,52.0,1
2021-05-21,49,S,0,0.0,52.0,1
2021-05-22,49,S,0,0.0,51.0,1
2021-05-23,49,S,0,0.0,51.0,1
2021-05-24,49,S,0,0.0,53.0,1
2021-05-25,49,S,0,0.0,53.0,1
2021-05-26,49,S,0,0.0,52.0,1
2021-05-27,49,S,0,0.0,52.0,1
2021-05-28,49,S,0,0.0,52.0,1
2021-05-29,49,S,0,0.0,53.0,1
2021-05-30,49,S,0,0.0,51.0,1
2021-05-31,49,S,0,0.0,53.0,1
2021-06-01,49,S,0,0.0,53.0,1
2021-05-01,58,S,0,0.0,53.0,0
2021-05-02,58,S,0,0.0,53.0,0
2021-05-03,58,S,0,0.0,51.0,0
2021-05-04,58,S,0,0.0,52.0,0
2021-05-05,58,S,0,0.0,51.0,0
2021-05-06,58,S,0,0.0,52.0,0
2021-05-07,58,S,0,0.0,52.0,0
2021-05-08,58,S,0,0.0,51.0,0
2021-05-09,58,S,0,0.0,51.0,0
2021-05-10,58,S,0,0.0,52.0,0
2021-05-11,58,S,0,0.0,53.0,0
2021-05-12,58,S,0,0.0,51.0,0
2021-05-13,58,S,0,0.0,51.0,0
2021-05-14,58,S,0,0.0,51.0,0
2021-05-15,58,S,0,0.0,51.0,1
2021-05-16,58,S,0,0.0,51.0,1
2021-05-17,58,S,0,0.0,53.0,1
2021-05-18,58,S,0,0.0,52.0,1
2021-05-19,58,S,0,0.0,51.0,1
2021-05-20,58,S,0,0.0,51.0,1
2021-05-21,58,S,0,0.0,53.0,1
2021-05-22,58,S,0,0.0,52.0,1
2021-05-23,58,S,0,0.0,52.0,1
2021-05-24,58,S,0,0.0,53.0,1
2021-05-25,58,S,0,0.0,54.0,1
2021-05-26,58,S,0,0.0,50.0,1
2021-05-27,58,S,0,0.0,52.0,1
2021-05-28,58,S,0,0.0,52.0,1
2021-05-29,58,S,0,0.0,52.0,1
2021-05-30,58,S,0,0.0,52.0,1
2021-05-31,58,S,0,0.0,53.0,1
2021-06-01,58,S,0,0.0,52.0,1
2021-05-01,59,S,0,0.0,51.0,0
2021-05-02,59,S,0,0.0,51.0,0
2021-05-03,59,S,0,0.0,51.0,0
2021-05-04,59,S,0,0.0,51.0,0
2021-05-05,59,S,0,0.0,52.0,0
2021-05-06,59,S,0,0.0,52.0,0
2021-05-07,59,S,0,0.0,51.0,0
2021-05-08,59,S,0,0.0,50.0,0
2021-05-09,59,S,0,0.0,51.0,0
2021-05-10,59,S,0,0.0,53.0,0
2021-05-11,59,S,0,0.0,51.0,0
2021-05-12,59,S,0,0.0,49.0,0
2021-05-13,59,S,0,0.0,52.0,0
2021-05-14,59,S,0,0.0,49.0,0
2021-05-15,59,S,0,0.0,50.0,1
2021-05-16,59,S,0,0.0,49.0,1
2021-05-17,59,S,0,0.0,52.0,1
2021-05-18,59,S,0,0.0,50.0,1
2021-05-19,59,S,0,0.0,51.0,1
2021-05-20,59,S,0,0.0,52.0,1
2021-05-21,59,S,0,0.0,51.0,1
2021-05-22,59,S,0,0.0,52.0,1
2021-05-23,59,S,0,0.0,51.0,1
2021-05-24,59,S,0,0.0,51.0,1
2021-05-25,59,S,0,0.0,53.0,1
2021-05-26,59,S,0,0.0,50.0,1
2021-05-27,59,S,0,0.0,51.0,1
2021-05-28,59,S,0,0.0,50.0,1
2021-05-29,59,S,0,0.0,51.0,1
2021-05-30,59,S,0,0.0,51.0,1
2021-05-31,59,S,0,0.0,52.0,1
2021-06-01,59,S,0,0.0,52.0,1
2021-05-01,63,S,0,0.0,50.0,0
2021-05-02,63,S,0,0.0,49.0,0
2021-05-03,63,S,0,0.0,49.0,0
2021-05-04,63,S,0,0.0,49.0,0
2021-05-05,63,S,0,0.0,49.0,0
2021-05-06,63,S,0,0.0,50.0,0
2021-05-07,63,S,0,0.0,50.0,0
2021-05-08,63,S,0,0.0,49.0,0
2021-05-09,63,S,0,0.0,50.0,0
2021-05-10,63,S,0,0.0,52.0,0
2021-05-11,63,S,0,0.0,50.0,0
2021-05-12,63,S,0,0.0,49.0,0
2021-05-13,63,S,0,0.0,49.0,0
2021-05-14,63,S,0,0.0,49.0,0
2021-05-15,63,S,0,0.0,48.0,1
2021-05-16,63,S,0,0.0,49.0,1
2021-05-17,63,S,0,0.0,53.0,1
2021-05-18,63,S,0,0.0,50.0,1
2021-05-19,63,S,0,0.0,50.0,1
2021-05-20,63,S,0,0.0,50.0,1
2021-05-21,63,S,0,0.0,50.0,1
2021-05-22,63,S,0,0.0,49.0,1
2021-05-23,63,S,0,0.0,50.0,1
2021-05-24,63,S,0,0.0,51.0,1
2021-05-25,63,S,0,0.0,51.0,1
2021-05-26,63,S,0,0.0,50.0,1
2021-05-27,63,S,0,0.0,49.0,1
2021-05-28,63,S,0,0.0,50.0,1
