store,weeks_to_xmas,avg_week_sales,is_on_sale,weekly_amount_sold
335,0,18.31,0,69.6
336,3,16.68,0,66.39
336,2,16.68,0,58.17
336,1,16.68,1,58.94
336,0,16.68,0,0.0
337,3,25.12,1,121.47
337,2,25.12,1,65.25
337,1,25.12,1,16.1
337,0,25.12,1,0.0
338,3,21.78,1,93.69
338,2,21.78,1,55.31
338,1,21.78,1,9.3
338,0,21.78,0,0.0
339,3,18.77,1,71.84
339,2,18.77,0,0.0
339,1,18.77,0,0.0
339,0,18.77,0,0.0
340,3,11.1,0,0.0
340,2,11.1,0,0.0
340,1,11.1,0,0.0
340,0,11.1,0,0.0
341,3,21.15,1,171.47
341,2,21.15,1,136.47
341,1,21.15,0,35.92
341,0,21.15,0,0.0
342,3,16.76,1,221.65
342,2,16.76,0,126.66
342,1,16.76,1,159.91
342,0,16.76,0,57.79
343,3,25.18,1,225.6
343,2,25.18,1,138.89
343,1,25.18,1,108.67
343,0,25.18,1,27.71
344,3,10.49,0,80.37
344,2,10.49,1,115.77
344,1,10.49,1,80.42
344,0,10.49,1,64.6
345,3,23.51,1,199.58
345,2,23.51,1,147.27
345,1,23.51,1,123.86
345,0,23.51,1,70.27
346,3,20.92,0,152.29
346,2,20.92,1,139.62
346,1,20.92,1,102.67
346,0,20.92,0,17.71
347,3,18.59,0,116.33
347,2,18.59,1,123.65
347,1,18.59,1,76.66
347,0,18.59,0,3.55
348,3,19.14,1,169.93
348,2,19.14,0,67.15
348,1,19.14,0,51.72
348,0,19.14,1,53.48
349,3,18.53,1,190.64
349,2,18.53,1,147.92
349,1,18.53,0,72.04
349,0,18.53,0,41.13
350,3,12.76,1,55.99
350,2,12.76,0,0.0
350,1,12.76,0,0.0
350,0,12.76,0,0.0
351,3,18.85,0,164.37
351,2,18.85,1,195.1
351,1,18.85,0,106.62
351,0,18.85,0,71.72
352,3,20.98,1,231.53
352,2,20.98,1,192.28
352,1,20.98,1,143.23
352,0,20.98,0,49.18
353,3,17.79,1,149.02
353,2,17.79,1,120.36
353,1,17.79,1,74.53
353,0,17.79,0,11.52
354,3,18.53,1,217.52
354,2,18.53,1,185.24
354,1,18.53,1,127.97
354,0,18.53,0,48.81
355,3,23.75,1,170.17
355,2,23.75,1,126.64
355,1,23.75,0,29.84
355,0,23.75,1,24.21
356,3,21.99,1,164.62
356,2,21.99,1,108.77
356,1,21.99,0,9.72
356,0,21.99,0,0.0
357,3,18.51,0,141.41
357,2,18.51,0,86.31
357,1,18.51,1,81.47
357,0,18.51,1,55.59
358,3,14.72,1,119.47
358,2,14.72,0,56.78
358,1,14.72,1,81.91
358,0,14.72,0,0.0
359,3,22.25,1,185.43
359,2,22.25,1,125.05
359,1,22.25,0,31.73
359,0,22.25,0,0.0
360,3,16.22,1,120.95
360,2,16.22,0,37.0
360,1,16.22,0,0.49
360,0,16.22,0,0.0
361,3,19.18,0,101.88
361,2,19.18,1,102.51
361,1,19.18,0,22.99
361,0,19.18,0,0.0
362,3,22.84,1,224.55
362,2,22.84,1,208.0
362,1,22.84,0,97.35
362,0,22.84,0,52.46
363,3,28.56,1,138.35
363,2,28.56,0,44.3
363,1,28.56,1,19.34
363,0,28.56,1,0.0
364,3,18.13,1,196.6
364,2,18.13,1,152.79
364,1,18.13,1,113.11
364,0,18.13,0,15.45
365,3,20.11,1,164.11
365,2,20.11,0,77.79
365,1,20.11,0,40.99
365,0,20.11,0,5.74
366,3,16.27,0,127.94
366,2,16.27,0,113.51
366,1,16.27,0,73.56
366,0,16.27,0,49.59
367,3,16.6,1,184.15
367,2,16.6,1,131.85
367,1,16.6,1,118.03
367,0,16.6,1,86.05
368,3,17.06,0,0.0
368,2,17.06,0,0.0
368,1,17.06,0,0.0
368,0,17.06,0,0.0
369,3,19.61,0,162.3
369,2,19.61,1,173.06
369,1,19.61,1,125.56
369,0,19.61,1,97.8
370,3,15.42,0,122.29
370,2,15.42,0,91.88
370,1,15.42,0,57.73
370,0,15.42,1,70.37
371,3,15.84,1,163.97
371,2,15.84,1,114.83
371,1,15.84,1,89.74
371,0,15.84,0,29.14
372,3,19.51,1,170.48
372,2,19.51,1,105.86
372,1,19.51,0,12.61
372,0,19.51,1,30.93
373,3,29.36,1,302.5
373,2,29.36,1,226.4
373,1,29.36,1,166.68
373,0,29.36,1,93.29
374,3,16.72,0,72.5
374,2,16.72,0,48.96
374,1,16.72,0,13.62
374,0,16.72,0,4.88
375,3,17.91,0,197.76
375,2,17.91,0,173.32
375,1,17.91,0,123.73
375,0,17.91,0,89.39
376,3,15.6,1,181.94
376,2,15.6,0,90.3
376,1,15.6,0,59.61
376,0,15.6,0,46.86
377,3,15.75,0,208.2
377,2,15.75,0,190.15
377,1,15.75,1,195.78
377,0,15.75,0,118.63
378,3,14.4,1,113.13
378,2,14.4,1,68.29
378,1,14.4,0,0.0
378,0,14.4,0,0.0
379,3,18.61,0,20.15
379,2,18.61,1,52.16
379,1,18.61,0,0.0
379,0,18.61,1,0.0
380,3,20.12,1,229.51
380,2,20.12,1,180.05
380,1,20.12,0,95.49
380,0,20.12,1,90.04
381,3,21.13,0,179.32
381,2,21.13,1,184.13
381,1,21.13,1,157.89
381,0,21.13,0,70.76
382,3,21.32,0,130.67
382,2,21.32,1,152.55
382,1,21.32,1,93.59
382,0,21.32,0,13.34
383,3,15.63,1,83.93
383,2,15.63,1,20.5
383,1,15.63,0,0.0
383,0,15.63,0,0.0
384,3,19.61,1,160.15
384,2,19.61,1,105.22
384,1,19.61,1,71.49
384,0,19.61,0,0.0
385,3,16.68,1,172.86
385,2,16.68,1,132.61
385,1,16.68,1,133.81
385,0,16.68,0,27.7
386,3,16.94,1,166.79
386,2,16.94,1,101.96
386,1,16.94,0,22.7
386,0,16.94,1,51.23
387,3,13.92,0,89.07
387,2,13.92,1,103.77
387,1,13.92,0,29.91
387,0,13.92,0,0.0
388,3,17.37,0,107.21
388,2,17.37,1,104.78
388,1,17.37,1,94.33
388,0,17.37,0,0.0
389,3,22.66,1,164.13
389,2,22.66,1,105.45
389,1,22.66,0,0.0
389,0,22.66,0,0.0
390,3,20.49,0,111.39
390,2,20.49,1,122.31
390,1,20.49,0,26.27
390,0,20.49,0,0.0
391,3,19.29,1,87.8
391,2,19.29,0,27.69
391,1,19.29,1,12.09
391,0,19.29,1,0.0
392,3,31.31,1,339.18
392,2,31.31,1,295.7
392,1,31.31,1,248.63
392,0,31.31,1,153.88
393,3,17.33,0,95.53
393,2,17.33,0,53.53
393,1,17.33,1,59.42
393,0,17.33,0,0.0
394,3,22.3,1,211.84
394,2,22.3,0,115.67
394,1,22.3,0,90.02
394,0,22.3,1,90.4
395,3,29.52,1,194.2
395,2,29.52,1,127.68
395,1,29.52,1,64.91
395,0,29.52,1,30.08
396,3,17.82,0,143.52
396,2,17.82,0,116.36
396,1,17.82,0,62.94
396,0,17.82,1,91.38
397,3,17.13,0,16.84
397,2,17.13,0,0.0
397,1,17.13,0,0.0
397,0,17.13,0,0.0
398,3,20.85,1,222.84
398,2,20.85,1,181.32
398,1,20.85,0,87.29
398,0,20.85,1,102.08
399,3,17.18,1,149.49
399,2,17.18,1,146.72
399,1,17.18,0,49.3
399,0,17.18,0,11.21
400,3,23.81,1,320.53
400,2,23.81,1,259.29
400,1,23.81,1,206.68
400,0,23.81,1,179.82
401,3,20.22,1,86.28
401,2,20.22,1,81.65
401,1,20.22,1,51.47
401,0,20.22,0,0.0
402,3,21.12,0,140.01
402,2,21.12,0,95.32
402,1,21.12,0,56.0
402,0,21.12,1,49.12
403,3,20.86,0,149.53
403,2,20.86,1,164.84
403,1,20.86,1,120.23
403,0,20.86,0,28.82
404,3,19.19,0,174.78
404,2,19.19,0,155.09
404,1,19.19,0,121.25
404,0,19.19,1,87.73
405,3,24.12,1,195.21
405,2,24.12,1,119.48
405,1,24.12,1,89.29
405,0,24.12,1,36.7
406,3,24.95,1,239.01
406,2,24.95,1,184.64
406,1,24.95,1,103.12
406,0,24.95,0,11.39
407,3,25.24,1,129.86
407,2,25.24,1,45.87
407,1,25.24,1,25.28
407,0,25.24,1,0.0
408,3,26.08,1,188.18
408,2,26.08,1,117.59
408,1,26.08,1,67.84
408,0,26.08,0,0.0
409,3,19.77,1,193.79
409,2,19.77,0,106.67
409,1,19.77,0,69.23
409,0,19.77,1,95.38
410,3,22.1,1,246.08
410,2,22.1,1,202.54
410,1,22.1,1,155.49
410,0,22.1,1,109.05
411,3,13.52,0,77.49
411,2,13.52,0,38.73
411,1,13.52,1,70.24
411,0,13.52,0,0.0
412,3,20.61,0,240.39
412,2,20.61,1,236.97
412,1,20.61,1,195.5
412,0,20.61,0,114.62
413,3,16.61,1,251.4
413,2,16.61,0,132.49
413,1,16.61,0,149.79
413,0,16.61,0,88.53
414,3,29.19,1,246.75
414,2,29.19,1,191.86
414,1,29.19,1,138.71
414,0,29.19,1,75.72
415,3,23.27,0,20.79
415,2,23.27,1,35.45
415,1,23.27,0,0.0
415,0,23.27,1,0.0
416,3,14.56,0,8.08
416,2,14.56,0,0.0
416,1,14.56,0,0.0
416,0,14.56,0,0.0
417,3,28.54,1,200.75
417,2,28.54,1,143.68
417,1,28.54,1,98.71
417,0,28.54,0,0.0
418,3,15.47,1,204.5
418,2,15.47,0,133.84
418,1,15.47,1,132.84
418,0,15.47,1,107.61
419,3,22.29,1,210.14
419,2,22.29,0,122.86
419,1,22.29,1,113.4
419,0,22.29,1,91.91
420,3,27.12,1,132.94
420,2,27.12,1,61.23
420,1,27.12,1,25.51
420,0,27.12,1,0.0
421,3,17.21,0,92.37
421,2,17.21,1,107.49
421,1,17.21,0,20.08
421,0,17.21,0,0.0
422,3,27.08,0,278.85
422,2,27.08,1,248.64
422,1,27.08,1,207.95
422,0,27.08,1,155.25
423,3,28.05,1,215.98
423,2,28.05,1,160.48
423,1,28.05,0,51.0
423,0,28.05,1,46.52
424,3,19.65,0,86.24
424,2,19.65,0,48.34
424,1,19.65,0,0.0
424,0,19.65,0,0.0
425,3,19.4,0,229.35
425,2,19.4,0,175.06
425,1,19.4,1,207.05
425,0,19.4,1,155.27
426,3,21.16,0,132.12
426,2,21.16,1,144.51
426,1,21.16,0,49.69
426,0,21.16,0,20.43
427,3,18.4,0,104.17
427,2,18.4,1,114.26
427,1,18.4,0,34.79
427,0,18.4,0,0.0
428,3,19.89,1,170.91
428,2,19.89,0,95.3
428,1,19.89,0,62.97
428,0,19.89,0,28.15
429,3,20.66,0,134.49
429,2,20.66,0,89.91
429,1,20.66,1,101.4
429,0,20.66,1,71.47
430,3,18.31,1,155.84
430,2,18.31,0,65.33
430,1,18.31,0,15.1
430,0,18.31,0,0.0
431,3,20.12,1,248.05
431,2,20.12,0,162.69
431,1,20.12,0,123.41
431,0,20.12,0,80.26
432,3,27.78,1,291.04
432,2,27.78,1,233.78
432,1,27.78,0,114.92
432,0,27.78,1,124.32
433,3,25.25,1,243.8
433,2,25.25,1,215.52
433,1,25.25,0,111.75
433,0,25.25,1,100.49
434,3,23.88,0,154.99
434,2,23.88,1,160.46
434,1,23.88,1,107.53
434,0,23.88,0,14.93
435,3,28.92,1,293.69
435,2,28.92,1,242.32
435,1,28.92,1,204.16
435,0,28.92,1,128.61
436,3,21.88,0,156.31
436,2,21.88,0,120.43
436,1,21.88,1,93.95
436,0,21.88,0,26.27
437,3,12.45,0,82.89
437,2,12.45,1,139.56
437,1,12.45,0,43.59
437,0,12.45,0,17.84
438,3,19.81,0,202.66
438,2,19.81,1,191.87
438,1,19.81,0,99.76
438,0,19.81,0,43.58
439,3,14.53,0,120.83
439,2,14.53,1,153.42
439,1,14.53,0,81.31
439,0,14.53,0,62.72
440,3,22.78,1,274.88
440,2,22.78,1,256.53
440,1,22.78,0,135.93
440,0,22.78,0,108.78
441,3,19.53,1,183.39
441,2,19.53,1,147.84
441,1,19.53,0,66.24
441,0,19.53,0,46.93
442,3,21.62,1,98.21
442,2,21.62,0,8.1
442,1,21.62,0,0.0
442,0,21.62,1,0.0
443,3,18.12,0,59.49
443,2,18.12,0,22.99
443,1,18.12,0,0.0
443,0,18.12,0,0.0
444,3,21.18,1,252.21
444,2,21.18,0,173.89
444,1,21.18,1,165.86
444,0,21.18,0,97.83
445,3,11.96,1,99.44
445,2,11.96,1,85.49
445,1,11.96,1,50.04
445,0,11.96,0,0.0
446,3,17.94,0,134.9
446,2,17.94,0,104.36
446,1,17.94,0,63.58
446,0,17.94,1,79.76
447,3,13.82,0,19.19
447,2,13.82,0,16.32
447,1,13.82,0,0.0
447,0,13.82,0,0.0
448,3,15.68,1,194.37
448,2,15.68,0,121.62
448,1,15.68,1,144.85
448,0,15.68,0,64.82
449,3,25.58,1,198.1
449,2,25.58,1,146.45
449,1,25.58,0,45.35
449,0,25.58,1,39.77
450,3,14.64,1,234.24
450,2,14.64,1,160.04
450,1,14.64,0,113.03
450,0,14.64,0,74.85
451,3,26.89,0,164.36
451,2,26.89,1,154.66
451,1,26.89,1,96.77
451,0,26.89,0,0.0
452,3,20.34,1,241.89
452,2,20.34,1,217.39
452,1,20.34,0,87.11
452,0,20.34,0,60.73
453,3,22.36,1,222.59
453,2,22.36,0,138.45
453,1,22.36,0,92.45
453,0,22.36,1,95.14
454,3,23.58,1,174.53
454,2,23.58,1,116.61
454,1,23.58,0,37.55
454,0,23.58,0,0.0
455,3,23.57,1,272.74
455,2,23.57,1,207.34
455,1,23.57,0,124.19
455,0,23.57,0,69.2
456,3,22.76,1,154.77
456,2,22.76,1,99.42
456,1,22.76,1,77.06
456,0,22.76,0,0.0
457,3,14.41,1,106.36
457,2,14.41,0,37.28
457,1,14.41,0,0.0
457,0,14.41,0,0.0
458,3,26.52,1,279.9
458,2,26.52,1,228.89
458,1,26.52,1,154.07
458,0,26.52,1,106.97
459,3,17.17,0,66.74
459,2,17.17,1,94.32
459,1,17.17,0,10.51
459,0,17.17,0,0.0
460,3,21.11,0,116.23
460,2,21.11,1,106.87
460,1,21.11,1,73.32
460,0,21.11,1,50.13
461,3,17.83,1,152.84
461,2,17.83,1,109.42
461,1,17.83,0,36.21
461,0,17.83,0,0.0
462,3,21.06,1,144.64
462,2,21.06,0,43.2
462,1,21.06,1,49.17
462,0,21.06,0,0.0
463,3,19.97,1,224.46
463,2,19.97,0,139.51
463,1,19.97,0,109.77
463,0,19.97,1,113.0
464,3,24.42,0,204.95
464,2,24.42,1,171.26
464,1,24.42,1,154.56
464,0,24.42,1,101.02
465,3,17.01,1,142.6
465,2,17.01,1,133.57
465,1,17.01,1,80.96
465,0,17.01,0,10.42
466,3,23.22,1,189.36
466,2,23.22,1,137.97
466,1,23.22,1,90.3
466,0,23.22,0,0.0
467,3,19.35,1,201.3
467,2,19.35,0,117.69
467,1,19.35,1,105.0
467,0,19.35,0,27.1
468,3,19.82,1,277.81
468,2,19.82,1,214.71
468,1,19.82,1,183.64
468,0,19.82,0,110.94
469,3,19.7,1,223.48
469,2,19.7,0,124.78
469,1,19.7,0,76.12
469,0,19.7,1,114.4
470,3,18.25,1,156.69
470,2,18.25,0,39.03
470,1,18.25,1,87.46
470,0,18.25,0,0.0
471,3,35.06,1,339.32
471,2,35.06,1,257.95
471,1,35.06,1,180.2
471,0,35.06,1,119.58
472,3,16.35,1,143.73
472,2,16.35,1,107.06
472,1,16.35,0,20.4
472,0,16.35,0,0.0
473,3,16.68,1,166.32
473,2,16.68,1,124.73
473,1,16.68,0,17.37
473,0,16.68,1,25.52
474,3,28.14,0,283.35
474,2,28.14,1,285.66
474,1,28.14,1,220.24
474,0,28.14,1,172.49
475,3,20.74,0,112.57
475,2,20.74,1,121.73
475,1,20.74,0,39.26
475,0,20.74,0,0.0
476,3,14.41,0,70.87
476,2,14.41,0,22.08
476,1,14.41,0,19.42
476,0,14.41,0,0.0
477,3,17.53,1,52.91
477,2,17.53,0,0.0
477,1,17.53,0,0.0
477,0,17.53,0,0.0
478,3,17.02,0,54.72
478,2,17.02,1,43.48
478,1,17.02,0,0.0
478,0,17.02,0,0.0
479,3,23.29,0,178.0
479,2,23.29,1,190.13
479,1,23.29,1,132.78
479,0,23.29,1,79.85
480,3,20.03,0,108.09
480,2,20.03,1,109.56
480,1,20.03,0,32.8
480,0,20.03,0,0.0
481,3,24.02,0,186.98
481,2,24.02,1,198.67
481,1,24.02,1,147.09
481,0,24.02,0,41.3
482,3,19.58,0,66.79
482,2,19.58,1,82.64
482,1,19.58,0,4.93
482,0,19.58,1,0.0
483,3,20.89,0,101.56
483,2,20.89,0,61.12
483,1,20.89,0,5.44
483,0,20.89,1,34.2
484,3,22.07,1,220.41
484,2,22.07,0,144.69
484,1,22.07,0,103.47
484,0,22.07,1,96.81
485,3,19.93,0,196.48
485,2,19.93,0,168.66
485,1,19.93,1,183.57
485,0,19.93,1,138.27
486,3,27.87,1,250.88
486,2,27.87,1,188.79
486,1,27.87,1,171.95
486,0,27.87,1,87.12
487,3,14.35,0,138.44
487,2,14.35,1,157.43
487,1,14.35,0,90.05
487,0,14.35,0,53.69
488,3,22.0,1,263.38
488,2,22.0,1,237.85
488,1,22.0,1,186.41
488,0,22.0,0,100.49
489,3,19.15,0,162.0
489,2,19.15,1,193.8
489,1,19.15,0,107.19
489,0,19.15,0,65.92
490,3,11.56,0,22.07
490,2,11.56,1,46.99
490,1,11.56,0,0.0
490,0,11.56,0,0.0
491,3,21.53,0,113.71
491,2,21.53,0,87.36
491,1,21.53,0,56.77
491,0,21.53,1,39.11
492,3,16.62,1,181.47
492,2,16.62,1,154.62
492,1,16.62,0,82.8
492,0,16.62,0,37.44
493,3,29.84,1,214.83
493,2,29.84,1,153.51
493,1,29.84,1,109.54
493,0,29.84,0,5.18
494,3,14.96,0,116.53
494,2,14.96,1,136.5
494,1,14.96,0,75.26
494,0,14.96,0,24.5
495,3,27.22,1,166.75
495,2,27.22,1,98.28
495,1,27.22,0,0.0
495,0,27.22,1,0.0
496,3,34.31,1,226.26
496,2,34.31,1,167.81
496,1,34.31,1,95.04
496,0,34.31,1,31.69
497,3,15.19,1,156.64
497,2,15.19,1,143.27
497,1,15.19,1,105.14
497,0,15.19,0,34.54
498,3,26.06,1,111.42
498,2,26.06,1,76.5
498,1,26.06,1,16.11
498,0,26.06,0,0.0
499,3,23.1,0,100.94
499,2,23.1,0,47.24
499,1,23.1,0,2.33
499,0,23.1,1,15.6
500,3,20.52,0,154.68
500,2,20.52,0,93.52
500,1,20.52,1,111.16
500,0,20.52,0,3.77
